Bank Branch,Credit Verification Status,Default Flag,Description,Grade,Late Payment Flag,Loan Id,Loan Status,Loan SubType,Loan Type,Member Id,Origination Date,State,Sub Grade,Zip Code,Amort Term,Deposit Balance Month End,FICO Score,Interest Rate,IR,Origination Amount,Received Principal
456,Source Verified,Loan Default,April 30 Day,A,On-Time,51602,Charged Off,Mixed-use,Residential Real estate,1087946,1/10/2016 12:00:00 AM,FL,A2,33415,300,0,622,8.74,0.0874,57224.43,56441.93
456,Source Verified,Loan Default,April 30 Day,A,On-Time,58277,Charged Off,Mixed-use,Residential Real estate,1107454,1/18/2016 12:00:00 AM,FL,A2,33936,300,0,678,8.99,0.0899,69249.75,68871.49
456,Source Verified,Loan Default,April 30 Day,A,On-Time,57366,Charged Off,Mixed-use,Residential Real estate,1194763,1/28/2016 12:00:00 AM,GA,A2,31047,300,0,744,7.99,0.0799,19080.16,18933.75
456,Source Verified,Loan Default,April 30 Day,A,On-Time,46244,Charged Off,Mixed-use,Residential Real estate,1211618,2/4/2016 12:00:00 AM,IL,A2,62221,120,0,627,11.74,0.1174,10100.75,9227.94
456,Source Verified,Loan Default,April 30 Day,A,On-Time,64969,Charged Off,Mixed-use,Residential Real estate,1207936,1/30/2016 12:00:00 AM,IL,A2,60190,180,0,651,9.99,0.0999,58435,58151.59
456,Source Verified,Loan Default,April 30 Day,A,On-Time,45577,Charged Off,Mixed-use,Residential Real estate,1303126,2/16/2016 12:00:00 AM,IN,A2,46540,60,0,770,6.99,0.0699,8220.55,5842.71
456,Source Verified,Loan Default,April 30 Day,A,On-Time,53223,Charged Off,Mixed-use,Residential Real estate,1228499,2/7/2016 12:00:00 AM,IN,A2,46224,180,0,699,10.49,0.1049,42183.75,40958.55
456,Source Verified,Loan Default,April 30 Day,A,On-Time,53797,Charged Off,Mixed-use,Residential Real estate,1382143,2/18/2016 12:00:00 AM,KS,A2,66441,180,0,634,13.99,0.1399,20619.67,20222.27
456,Source Verified,Loan Default,April 30 Day,A,On-Time,63844,Charged Off,Mixed-use,Residential Real estate,1383611,2/21/2016 12:00:00 AM,MA,A2,1267,180,0,708,10.99,0.1099,31104.35,30897.03
456,Source Verified,Loan Default,April 30 Day,A,On-Time,58361,Charged Off,Mixed-use,Residential Real estate,1400069,2/25/2016 12:00:00 AM,MI,A2,48223,240,0,730,11.74,0.1174,25767.75,25585.08
456,Source Verified,Loan Default,April 30 Day,A,On-Time,52911,Charged Off,Mixed-use,Residential Real estate,1413154,2/26/2016 12:00:00 AM,MN,A2,55378,300,0,796,6.54,0.0654,65964.21,64881.59
456,Source Verified,Loan Default,April 30 Day,A,On-Time,67062,Charged Off,Mixed-use,Residential Real estate,1482293,3/20/2016 12:00:00 AM,MO,A2,63379,180,0,720,8.24,0.0824,17613.35,17564.17
456,Source Verified,Loan Default,April 30 Day,A,On-Time,47498,Charged Off,Mixed-use,Residential Real estate,1477624,3/8/2016 12:00:00 AM,MO,A2,63143,180,0,778,7.99,0.0799,41087.01,37551.71
456,Source Verified,Loan Default,April 30 Day,A,On-Time,57483,Charged Off,Mixed-use,Residential Real estate,1456797,3/5/2016 12:00:00 AM,MO,A2,63129,180,0,787,6.99,0.0699,22025.25,18598.32
456,Source Verified,Loan Default,April 30 Day,A,On-Time,44438,Charged Off,Mixed-use,Residential Real estate,1492960,3/21/2016 12:00:00 AM,MO,A2,64055,240,0,675,9.49,0.0949,16078.25,15563.74
456,Source Verified,Loan Default,April 30 Day,A,On-Time,64219,Charged Off,Mixed-use,Residential Real estate,1481644,3/17/2016 12:00:00 AM,MO,A2,63366,300,0,749,7.24,0.0724,55378.35,55179.75
456,Source Verified,Loan Default,April 30 Day,A,On-Time,57527,Charged Off,Mixed-use,Residential Real estate,1494839,3/28/2016 12:00:00 AM,NC,A2,27882,132,0,689,9.24,0.0924,13502.75,13077.72
456,Source Verified,Loan Default,April 30 Day,A,On-Time,51459,Charged Off,Mixed-use,Residential Real estate,1521986,4/12/2016 12:00:00 AM,NC,A2,28216,180,0,683,9.99,0.0999,42694.75,41170.5
456,Source Verified,Loan Default,April 30 Day,A,On-Time,51079,Charged Off,Mixed-use,Residential Real estate,1508048,4/11/2016 12:00:00 AM,NC,A2,28213,240,0,653,14.24,0.1424,30442.75,30100.34
456,Source Verified,Loan Default,April 30 Day,A,On-Time,47335,Charged Off,Mixed-use,Residential Real estate,1645248,4/20/2016 12:00:00 AM,NJ,A2,7111,120,0,689,12.99,0.1299,23307.75,21534.58
456,Source Verified,Loan Default,April 30 Day,A,On-Time,58291,Charged Off,Mixed-use,Residential Real estate,1698675,4/22/2016 12:00:00 AM,NJ,A2,7508,300,0,640,10.74,0.1074,78917.75,78596.37
456,Source Verified,Loan Default,April 30 Day,A,On-Time,52049,Charged Off,Mixed-use,Residential Real estate,1551664,4/14/2016 12:00:00 AM,NJ,A2,7055,300,0,661,12.49,0.1249,64237.75,63803.99
456,Source Verified,Loan Default,April 30 Day,A,On-Time,56023,Charged Off,Mixed-use,Residential Real estate,1538498,4/13/2016 12:00:00 AM,NJ,A2,7008,300,0,705,8.49,0.0849,28462.75,28236.18
456,Source Verified,Loan Default,April 30 Day,A,On-Time,45883,Charged Off,Mixed-use,Residential Real estate,1620906,4/16/2016 12:00:00 AM,NJ,A2,7092,300,0,787,7.99,0.0799,68213.75,66763.82
456,Source Verified,Loan Default,April 30 Day,A,On-Time,56131,Charged Off,Mixed-use,Residential Real estate,1790106,5/9/2016 12:00:00 AM,NM,A2,87120,300,0,681,8.49,0.0849,83750.25,83083.63
456,Source Verified,Loan Default,April 30 Day,A,On-Time,53080,Charged Off,Mixed-use,Residential Real estate,1753771,5/7/2016 12:00:00 AM,NM,A2,87114,300,0,739,7.74,0.0774,72016.75,71034.61
456,Source Verified,Loan Default,April 30 Day,A,On-Time,58880,Charged Off,Mixed-use,Residential Real estate,1806498,5/11/2016 12:00:00 AM,NV,A2,89178,300,0,545,12.49,0.1249,69042.75,68835.35
456,Source Verified,Loan Default,April 30 Day,A,On-Time,56597,Charged Off,Mixed-use,Residential Real estate,1806117,5/10/2016 12:00:00 AM,NV,A2,89102,300,0,731,8.99,0.0899,79700.75,79190.94
456,Source Verified,Loan Default,April 30 Day,A,On-Time,56962,Charged Off,Mixed-use,Residential Real estate,1860328,5/12/2016 12:00:00 AM,NV,A2,89506,305,0,677,10.49,0.1049,34178,34106.32
456,Source Verified,Loan Default,April 30 Day,A,On-Time,55042,Charged Off,Mixed-use,Residential Real estate,1868356,5/13/2016 12:00:00 AM,NV,A2,89521,305,0,745,6.24,0.0624,45787.5,45465.85
456,Source Verified,Loan Default,April 30 Day,A,On-Time,54220,Charged Off,Mixed-use,Residential Real estate,10227079,7/11/2016 12:00:00 AM,NY,A2,14624,180,0,611,8.24,0.0824,17372.75,16717.31
456,Source Verified,Loan Default,April 30 Day,A,On-Time,65444,Charged Off,Mixed-use,Residential Real estate,1966051,5/18/2016 12:00:00 AM,NY,A2,11434,180,0,671,11.74,0.1174,20957.15,20870.73
456,Source Verified,Loan Default,April 30 Day,A,On-Time,56388,Charged Off,Mixed-use,Residential Real estate,9867925,7/7/2016 12:00:00 AM,NY,A2,14620,180,0,749,11.49,0.1149,29013.75,28509.54
456,Source Verified,Loan Default,April 30 Day,A,On-Time,64591,Charged Off,Mixed-use,Residential Real estate,2169467,5/22/2016 12:00:00 AM,NY,A2,11718,180,0,772,5.74,0.0574,32135.71,31909.23
456,Source Verified,Loan Default,April 30 Day,A,On-Time,64686,Charged Off,Mixed-use,Residential Real estate,7639639,7/3/2016 12:00:00 AM,NY,A2,14034,180,0,780,8.74,0.0874,25898.45,25587.04
456,Source Verified,Loan Default,April 30 Day,A,On-Time,44912,Charged Off,Mixed-use,Residential Real estate,8103368,7/4/2016 12:00:00 AM,NY,A2,14221,240,0,759,10.99,0.1099,33982,33123.48
456,Source Verified,Loan Default,April 30 Day,A,On-Time,55428,Charged Off,Mixed-use,Residential Real estate,8339018,7/5/2016 12:00:00 AM,NY,A2,14561,245,0,761,7.74,0.0774,29336.05,29075.56
456,Source Verified,Loan Default,April 30 Day,A,On-Time,53827,Charged Off,Mixed-use,Residential Real estate,2816769,5/24/2016 12:00:00 AM,NY,A2,11731,300,0,682,6.49,0.0649,33062.63,32562.85
456,Source Verified,Loan Default,April 30 Day,A,On-Time,46598,Charged Off,Mixed-use,Residential Real estate,1997570,5/21/2016 12:00:00 AM,NY,A2,11518,300,0,685,12.24,0.1224,50812.95,50303.68
456,Source Verified,Loan Default,April 30 Day,A,On-Time,65321,Charged Off,Mixed-use,Residential Real estate,6067565,6/26/2016 12:00:00 AM,NY,A2,12061,300,0,688,8.24,0.0824,46608.18,46447.83
456,Source Verified,Loan Default,April 30 Day,A,On-Time,56918,Charged Off,Mixed-use,Residential Real estate,5477250,5/31/2016 12:00:00 AM,NY,A2,11778,300,0,725,8.49,0.0849,21828.35,21572.59
456,Source Verified,Loan Default,April 30 Day,A,On-Time,57834,Charged Off,Mixed-use,Residential Real estate,7215536,7/2/2016 12:00:00 AM,NY,A2,13045,300,0,737,6.49,0.0649,27212.35,26953.41
456,Source Verified,Loan Default,April 30 Day,A,On-Time,47542,Charged Off,Mixed-use,Residential Real estate,3871211,5/30/2016 12:00:00 AM,NY,A2,11763,300,0,781,7.49,0.0749,22512.15,22052.61
456,Source Verified,Loan Default,April 30 Day,A,On-Time,64427,Charged Off,Mixed-use,Residential Real estate,11688655,7/28/2016 12:00:00 AM,OH,A2,45373,192,0,665,13.49,0.1349,17766.35,17678.41
456,Source Verified,Loan Default,April 30 Day,A,On-Time,43762,Charged Off,Mixed-use,Residential Real estate,10247074,7/14/2016 12:00:00 AM,OH,A2,43207,240,0,629,10.99,0.1099,15360.25,14833.15
456,Source Verified,Loan Default,April 30 Day,A,On-Time,53714,Charged Off,Mixed-use,Residential Real estate,11639446,7/26/2016 12:00:00 AM,OH,A2,43701,240,0,662,9.99,0.0999,31837.75,31356.25
456,Source Verified,Loan Default,April 30 Day,A,On-Time,59376,Charged Off,Mixed-use,Residential Real estate,10787591,7/21/2016 12:00:00 AM,OH,A2,43560,300,0,721,11.74,0.1174,23680.75,23584.87
456,Source Verified,Loan Default,April 30 Day,A,On-Time,67272,Charged Off,Mixed-use,Residential Real estate,12586724,8/2/2016 12:00:00 AM,OK,A2,74044,180,0,757,7.99,0.0799,19809.24,19398.43
456,Source Verified,Loan Default,April 30 Day,A,On-Time,57678,Charged Off,Mixed-use,Residential Real estate,11717818,7/29/2016 12:00:00 AM,OK,A2,73071,180,0,763,8.49,0.0849,10475.73,10247.67
456,Source Verified,Loan Default,April 30 Day,A,On-Time,52696,Charged Off,Mixed-use,Residential Real estate,12001474,7/31/2016 12:00:00 AM,OK,A2,73170,300,0,650,7.74,0.0774,58936.63,58132.84
456,Source Verified,Loan Default,April 30 Day,A,On-Time,54002,Charged Off,Mixed-use,Residential Real estate,13917412,8/4/2016 12:00:00 AM,PA,A2,17022,180,0,763,8.74,0.0874,26956.75,25804.52
456,Source Verified,Loan Default,April 30 Day,A,On-Time,66164,Charged Off,Mixed-use,Residential Real estate,14318007,8/16/2016 12:00:00 AM,PA,A2,17038,300,0,687,10.49,0.1049,45841.85,45810.08
456,Source Verified,Loan Default,April 30 Day,A,On-Time,53310,Charged Off,Mixed-use,Residential Real estate,9401854,8/23/2016 12:00:00 AM,PA,A2,18466,300,0,626,13.49,0.1349,39778.25,39589.73
456,Source Verified,Loan Default,April 30 Day,A,On-Time,65984,Charged Off,Mixed-use,Residential Real estate,9246736,8/20/2016 12:00:00 AM,PA,A2,18031,300,0,782,5.74,0.0574,55110.3,55027.54
456,Source Verified,Loan Default,April 30 Day,A,On-Time,44052,Charged Off,Mixed-use,Residential Real estate,387027,9/4/2016 12:00:00 AM,PA,A2,18840,300,0,714,11.49,0.1149,27236.25,26786.85
200,Source Verified,,April 30 Day,A,On-Time,62920,Current,1 - 4 Family / Co-Op,Residential Real estate,53847481,9/26/2016 12:00:00 AM,AL,A2,36571,300,0,763,7.74,0.0774,34302.84,34189.26
200,Source Verified,,April 30 Day,A,On-Time,49316,Current,1 - 4 Family / Co-Op,Residential Real estate,53856988,10/6/2016 12:00:00 AM,AR,A2,72764,120,0,689,9.49,0.0949,8250,7545.71
200,Source Verified,,April 30 Day,A,On-Time,58523,Current,1 - 4 Family / Co-Op,Residential Real estate,53855823,10/3/2016 12:00:00 AM,AR,A2,72118,180,0,709,6,0.06,16870.75,16518.32
200,Source Verified,,April 30 Day,A,On-Time,45897,Current,1 - 4 Family / Co-Op,Residential Real estate,53885000,10/20/2016 12:00:00 AM,AZ,A2,85243,240,0,661,7.29,0.0729,37156.75,35671.74
200,Source Verified,,April 30 Day,A,On-Time,57028,Current,1 - 4 Family / Co-Op,Residential Real estate,53884843,10/10/2016 12:00:00 AM,AZ,A2,85232,240,0,770,8.79,0.0879,61671.39,60906.89
200,Source Verified,,April 30 Day,A,On-Time,53033,Current,1 - 4 Family / Co-Op,Residential Real estate,53895390,11/13/2016 12:00:00 AM,AZ,A2,85339,300,0,604,8.54,0.0854,31228.99,30803.66
200,Source Verified,,April 30 Day,A,On-Time,46964,Current,1 - 4 Family / Co-Op,Residential Real estate,53877437,10/9/2016 12:00:00 AM,AZ,A2,85222,300,0,675,8.49,0.0849,40801.75,40044.46
200,Source Verified,,April 30 Day,A,On-Time,44083,Current,1 - 4 Family / Co-Op,Residential Real estate,53876924,10/7/2016 12:00:00 AM,AZ,A2,85041,300,0,685,7.29,0.0729,34387.25,33482.22
200,Source Verified,,April 30 Day,A,On-Time,50419,Current,1 - 4 Family / Co-Op,Residential Real estate,53887662,11/11/2016 12:00:00 AM,AZ,A2,85303,300,0,687,8.54,0.0854,31858.25,31374.62
200,Source Verified,,April 30 Day,A,On-Time,65466,Current,1 - 4 Family / Co-Op,Residential Real estate,53887159,10/30/2016 12:00:00 AM,AZ,A2,85298,300,0,694,8.54,0.0854,31242.35,31182
200,Source Verified,,April 30 Day,A,On-Time,63257,Current,1 - 4 Family / Co-Op,Residential Real estate,53886024,10/24/2016 12:00:00 AM,AZ,A2,85249,300,0,742,7.79,0.0779,23416.67,23339.74
200,Source Verified,,April 30 Day,A,On-Time,60112,Current,1 - 4 Family / Co-Op,Residential Real estate,53896005,11/21/2016 12:00:00 AM,AZ,A2,85345,300,0,783,7.54,0.0754,30993.75,30815.99
200,Source Verified,,April 30 Day,A,On-Time,67264,Current,1 - 4 Family / Co-Op,Residential Real estate,53916615,1/22/2017 12:00:00 AM,CA,A2,93446,180,0,783,7.74,0.0774,25680.35,24280.35
200,Source Verified,,April 30 Day,A,On-Time,60248,Current,1 - 4 Family / Co-Op,Residential Real estate,53897674,11/30/2016 12:00:00 AM,CA,A2,91214,180,0,799,8.99,0.0899,45245.75,44638.36
200,Source Verified,,April 30 Day,A,On-Time,61291,Current,1 - 4 Family / Co-Op,Residential Real estate,53908028,1/21/2017 12:00:00 AM,CA,A2,93313,300,0,626,7.49,0.0749,26745.75,26591.18
200,Source Verified,,April 30 Day,A,On-Time,54835,Current,1 - 4 Family / Co-Op,Residential Real estate,53898101,12/4/2016 12:00:00 AM,CA,A2,91387,300,0,626,10.49,0.1049,50876.75,45636.65
200,Source Verified,,April 30 Day,A,On-Time,51391,Current,1 - 4 Family / Co-Op,Residential Real estate,53935409,1/26/2017 12:00:00 AM,CA,A2,94521,300,0,641,9.49,0.0949,18276.75,18055.31
200,Source Verified,,April 30 Day,A,On-Time,52254,Current,1 - 4 Family / Co-Op,Residential Real estate,53936646,2/4/2017 12:00:00 AM,CA,A2,95304,300,0,648,9.49,0.0949,71995,71188.36
200,Source Verified,,April 30 Day,A,On-Time,57454,Current,1 - 4 Family / Co-Op,Residential Real estate,53898717,12/7/2016 12:00:00 AM,CA,A2,92056,300,0,654,8.74,0.0874,51153.75,50812.89
200,Source Verified,,April 30 Day,A,On-Time,55422,Current,1 - 4 Family / Co-Op,Residential Real estate,53904863,12/18/2016 12:00:00 AM,CA,A2,92337,300,0,673,9.49,0.0949,41484.75,41168.11
200,Source Verified,,April 30 Day,A,On-Time,60898,Current,1 - 4 Family / Co-Op,Residential Real estate,53905322,12/29/2016 12:00:00 AM,CA,A2,92548,300,0,677,7.74,0.0774,43811,43567.26
200,Source Verified,,April 30 Day,A,On-Time,55541,Current,1 - 4 Family / Co-Op,Residential Real estate,53906147,12/31/2016 12:00:00 AM,CA,A2,92562,300,0,702,8.99,0.0899,27443.29,27241.87
200,Source Verified,,April 30 Day,A,On-Time,51901,Current,1 - 4 Family / Co-Op,Residential Real estate,53905542,12/30/2016 12:00:00 AM,CA,A2,92562,300,0,712,9.24,0.0924,66247.75,65474.63
200,Source Verified,,April 30 Day,A,On-Time,53634,Current,1 - 4 Family / Co-Op,Residential Real estate,53906421,1/13/2017 12:00:00 AM,CA,A2,92586,300,0,717,13.81,0.1381,18498.75,18416.01
200,Source Verified,,April 30 Day,A,On-Time,63786,Current,1 - 4 Family / Co-Op,Residential Real estate,53936642,2/3/2017 12:00:00 AM,CA,A2,94591,300,0,723,7.74,0.0774,33134.35,33024.62
200,Source Verified,,April 30 Day,A,On-Time,62228,Current,1 - 4 Family / Co-Op,Residential Real estate,53898897,12/8/2016 12:00:00 AM,CA,A2,92120,300,0,778,8.24,0.0824,25624.03,25519.31
200,Source Verified,,April 30 Day,A,On-Time,55137,Current,1 - 4 Family / Co-Op,Residential Real estate,53904966,12/27/2016 12:00:00 AM,CA,A2,92545,300,0,781,7.49,0.0749,41630.75,41192.11
200,Source Verified,,April 30 Day,A,On-Time,54803,Current,1 - 4 Family / Co-Op,Residential Real estate,53936627,1/28/2017 12:00:00 AM,CA,A2,94551,305,0,743,10.74,0.1074,11588.88,11549.73
200,Source Verified,,April 30 Day,A,On-Time,66281,Current,1 - 4 Family / Co-Op,Residential Real estate,53946969,2/13/2017 12:00:00 AM,CO,A2,80922,180,0,711,8.24,0.0824,37483.11,37377.07
200,Source Verified,,April 30 Day,A,On-Time,50564,Current,1 - 4 Family / Co-Op,Residential Real estate,53946743,2/10/2017 12:00:00 AM,CO,A2,80903,180,0,741,11.99,0.1199,26731.75,25869.73
200,Source Verified,,April 30 Day,A,On-Time,43719,Current,1 - 4 Family / Co-Op,Residential Real estate,53945110,2/5/2017 12:00:00 AM,CO,A2,80602,300,0,760,8.99,0.0899,44979.67,43305.51
200,Source Verified,,April 30 Day,A,On-Time,50013,Current,1 - 4 Family / Co-Op,Residential Real estate,53947020,2/17/2017 12:00:00 AM,CT,A2,6002,120,0,752,8.49,0.0849,10530.75,9647.79
200,Source Verified,,April 30 Day,A,On-Time,61964,Current,1 - 4 Family / Co-Op,Residential Real estate,53956015,2/26/2017 12:00:00 AM,CT,A2,6704,300,0,645,11.49,0.1149,48121.75,48008.04
200,Source Verified,,April 30 Day,A,On-Time,60830,Current,1 - 4 Family / Co-Op,Residential Real estate,53947532,2/20/2017 12:00:00 AM,CT,A2,6451,300,0,670,10.74,0.1074,48936.75,48771.38
200,Source Verified,,April 30 Day,A,On-Time,54438,Current,1 - 4 Family / Co-Op,Residential Real estate,53956467,2/27/2017 12:00:00 AM,DE,A2,19702,240,0,770,8.49,0.0849,38411.75,37754.11
200,Source Verified,,April 30 Day,A,On-Time,47620,Current,1 - 4 Family / Co-Op,Residential Real estate,53957653,3/8/2017 12:00:00 AM,FL,A2,32244,240,0,727,8.74,0.0874,21886.54,21276.08
200,Source Verified,,April 30 Day,A,On-Time,57487,Current,1 - 4 Family / Co-Op,Residential Real estate,53960861,3/27/2017 12:00:00 AM,FL,A2,33196,300,0,632,14.72,0.1472,35773.75,35689.37
200,Source Verified,,April 30 Day,A,On-Time,49639,Current,1 - 4 Family / Co-Op,Residential Real estate,53965671,3/31/2017 12:00:00 AM,FL,A2,34953,300,0,664,7.99,0.0799,40105.63,39394.93
200,Source Verified,,April 30 Day,A,On-Time,62096,Current,1 - 4 Family / Co-Op,Residential Real estate,53959946,3/17/2017 12:00:00 AM,FL,A2,32526,300,0,667,8.99,0.0899,24680.44,24591.24
200,Source Verified,,April 30 Day,A,On-Time,55604,Current,1 - 4 Family / Co-Op,Residential Real estate,53960525,3/23/2017 12:00:00 AM,FL,A2,32569,300,0,710,8.24,0.0824,44546.23,44177.07
200,Source Verified,,April 30 Day,A,On-Time,52816,Current,1 - 4 Family / Co-Op,Residential Real estate,53965906,4/1/2017 12:00:00 AM,GA,A2,30236,120,0,753,7.99,0.0799,36800.14,34294.56
200,Source Verified,,April 30 Day,A,On-Time,60188,Current,1 - 4 Family / Co-Op,Residential Real estate,53966138,4/2/2017 12:00:00 AM,IA,A2,50021,120,0,709,8.99,0.0899,30663.75,29799.97
200,Source Verified,,April 30 Day,A,On-Time,57755,Current,1 - 4 Family / Co-Op,Residential Real estate,53966212,4/23/2017 12:00:00 AM,IA,A2,52577,120,0,819,7.74,0.0774,10994.75,7545.5
200,Source Verified,,April 30 Day,A,On-Time,52340,Current,1 - 4 Family / Co-Op,Residential Real estate,53975681,5/14/2017 12:00:00 AM,IL,A2,62656,120,0,592,13.49,0.1349,12028.75,11362.58
200,Source Verified,,April 30 Day,A,On-Time,62891,Current,1 - 4 Family / Co-Op,Residential Real estate,53975444,5/10/2017 12:00:00 AM,IL,A2,62294,300,0,634,10.49,0.1049,11018.25,10987.32
200,Source Verified,,April 30 Day,A,On-Time,61066,Current,1 - 4 Family / Co-Op,Residential Real estate,53968177,5/6/2017 12:00:00 AM,IL,A2,62269,300,0,657,10.74,0.1074,35546.75,35426.63
200,Source Verified,,April 30 Day,A,On-Time,56722,Current,1 - 4 Family / Co-Op,Residential Real estate,53967339,4/30/2017 12:00:00 AM,IL,A2,60451,300,0,680,12.74,0.1274,52306.53,51626.96
200,Source Verified,,April 30 Day,A,On-Time,58112,Current,1 - 4 Family / Co-Op,Residential Real estate,53966465,4/29/2017 12:00:00 AM,IL,A2,60423,300,0,730,7.49,0.0749,78521.5,77882.05
200,Source Verified,,April 30 Day,A,On-Time,50157,Current,1 - 4 Family / Co-Op,Residential Real estate,53967358,5/1/2017 12:00:00 AM,IL,A2,62221,300,0,746,7.99,0.0799,13957.25,12600.88
200,Source Verified,,April 30 Day,A,On-Time,59805,Current,1 - 4 Family / Co-Op,Residential Real estate,53984993,5/18/2017 12:00:00 AM,IN,A2,46825,120,0,751,9.99,0.0999,21559.75,20868.2
200,Source Verified,,April 30 Day,A,On-Time,65218,Current,1 - 4 Family / Co-Op,Residential Real estate,53985473,5/21/2017 12:00:00 AM,IN,A2,47136,180,0,733,8.24,0.0824,55713.03,55376.88
200,Source Verified,,April 30 Day,A,On-Time,64160,Current,1 - 4 Family / Co-Op,Residential Real estate,53976834,5/17/2017 12:00:00 AM,IN,A2,46311,300,0,637,10.74,0.1074,64950.35,64819.85
200,Source Verified,,April 30 Day,A,On-Time,50488,Current,1 - 4 Family / Co-Op,Residential Real estate,53985780,5/22/2017 12:00:00 AM,KY,A2,40228,300,0,685,9.99,0.0999,10882.75,5854.34
200,Source Verified,,April 30 Day,A,On-Time,64323,Current,1 - 4 Family / Co-Op,Residential Real estate,53986534,5/25/2017 12:00:00 AM,ME,A2,4330,180,0,793,8.49,0.0849,33329.31,32748.25
200,Source Verified,,April 30 Day,A,On-Time,52148,Current,1 - 4 Family / Co-Op,Residential Real estate,53994898,6/16/2017 12:00:00 AM,MI,A2,48910,180,0,744,11.25,0.1125,14017.81,13582.78
200,Source Verified,,April 30 Day,A,On-Time,46511,Current,1 - 4 Family / Co-Op,Residential Real estate,53986688,5/26/2017 12:00:00 AM,MI,A2,48416,180,0,786,10.25,0.1025,15660.15,14916.43
200,Source Verified,,April 30 Day,A,On-Time,63596,Current,1 - 4 Family / Co-Op,Residential Real estate,53995044,5/31/2018 12:00:00 AM,MI,A2,49512,240,0,600,12.99,0.1299,25036.35,24911.44
200,Source Verified,,April 30 Day,A,On-Time,44962,Current,1 - 4 Family / Co-Op,Residential Real estate,53987774,6/7/2017 12:00:00 AM,MI,A2,48842,300,0,585,14.05,0.1405,20728.75,20558.14
200,Source Verified,,April 30 Day,A,On-Time,59413,Current,1 - 4 Family / Co-Op,Residential Real estate,54008277,6/12/2018 12:00:00 AM,MO,A2,63461,120,0,679,10.49,0.1049,14196.75,13602.33
200,Source Verified,,April 30 Day,A,On-Time,44849,Current,1 - 4 Family / Co-Op,Residential Real estate,54015631,6/16/2018 12:00:00 AM,MO,A2,64058,120,0,739,9.49,0.0949,24897.75,22197.89
200,Source Verified,,April 30 Day,A,On-Time,66268,Current,1 - 4 Family / Co-Op,Residential Real estate,54017144,6/19/2018 12:00:00 AM,MO,A2,64089,180,0,695,9.24,0.0924,23452.85,23392.21
200,Source Verified,,April 30 Day,A,On-Time,44758,Current,1 - 4 Family / Co-Op,Residential Real estate,54005633,6/1/2018 12:00:00 AM,MO,A2,63025,180,0,727,7.49,0.0749,54734.75,51221.93
200,Source Verified,,April 30 Day,A,On-Time,52612,Current,1 - 4 Family / Co-Op,Residential Real estate,54006065,6/5/2018 12:00:00 AM,MO,A2,63111,192,0,769,8.74,0.0874,12162.25,11666.33
200,Source Verified,,April 30 Day,A,On-Time,48369,Current,1 - 4 Family / Co-Op,Residential Real estate,54005899,6/4/2018 12:00:00 AM,MO,A2,63028,300,0,748,8.99,0.0899,34668.75,34109.45
200,Source Verified,,April 30 Day,A,On-Time,60704,Current,1 - 4 Family / Co-Op,Residential Real estate,54016281,6/18/2018 12:00:00 AM,MO,A2,64082,300,0,763,7.99,0.0799,38583.65,38377.74
200,Source Verified,,April 30 Day,A,On-Time,58173,Current,1 - 4 Family / Co-Op,Residential Real estate,54007140,6/8/2018 12:00:00 AM,MO,A2,63376,300,0,796,5.99,0.0599,67527.88,66834.42
200,Source Verified,,April 30 Day,A,On-Time,57118,Current,1 - 4 Family / Co-Op,Residential Real estate,54036663,7/31/2018 12:00:00 AM,MS,A2,39083,120,0,728,5.99,0.0599,22823.25,21833.11
200,Source Verified,,April 30 Day,A,On-Time,53071,Current,1 - 4 Family / Co-Op,Residential Real estate,54036748,8/19/2018 12:00:00 AM,MS,A2,39564,120,0,734,6.24,0.0624,22580.5,20884.82
200,Source Verified,,April 30 Day,A,On-Time,65453,Current,1 - 4 Family / Co-Op,Residential Real estate,54097847,8/22/2018 12:00:00 AM,MT,A2,59847,180,0,705,9.99,0.0999,14323.35,14253.88
200,Source Verified,,April 30 Day,A,On-Time,54451,Current,1 - 4 Family / Co-Op,Residential Real estate,54169124,9/11/2018 12:00:00 AM,NC,A2,28270,240,0,771,8.99,0.0899,14180.75,13960.82
200,Source Verified,,April 30 Day,A,On-Time,53673,Current,1 - 4 Family / Co-Op,Residential Real estate,54209044,9/23/2018 12:00:00 AM,NH,A2,3608,240,0,758,6.49,0.0649,34750.05,33848.61
200,Source Verified,,April 30 Day,A,On-Time,44547,Current,1 - 4 Family / Co-Op,Residential Real estate,54249078,9/28/2018 12:00:00 AM,NJ,A2,7524,300,0,,10.99,0.1099,51127.75,50305.5
200,Source Verified,,April 30 Day,A,On-Time,50655,Current,1 - 4 Family / Co-Op,Residential Real estate,54259200,5/10/2016 12:00:00 AM,NJ,A2,8110,300,0,714,10.49,0.1049,69440.75,67575.6
200,Source Verified,,April 30 Day,A,On-Time,61918,Current,1 - 4 Family / Co-Op,Residential Real estate,54258973,5/6/2016 12:00:00 AM,NJ,A2,7631,300,0,725,8.74,0.0874,66642.35,66391.38
200,Source Verified,,April 30 Day,A,On-Time,59803,Current,1 - 4 Family / Co-Op,Residential Real estate,54219451,9/26/2018 12:00:00 AM,NJ,A2,7104,300,0,777,7.49,0.0749,90817.75,90185.85
